红楼梦原文,English Translation
雨村 领 其意 而 别 。,"Yu-cun agreed to follow this suggestion , and presently the two friends separated ."
回至 馆 中 ， 忙 寻 邸 报 看 真确 了 ， 次日 面谋之如海 。,"Back in his quarters , Yu-cun quickly hunted out a copy of the Gazette , and having satisfied himself that the news was authentic , broached the matter next day with Lin Ru-hai ."
如 海道 ： “ 天缘 凑巧 ： 因 贱 荆 去世 ， 都 中家 岳母 念及 小女 无人 依傍 ， 前 已 遣 了 男女 船只 来 接 ， 因 小女 未曾 大 痊 ， 故 尚未 行 ， 此刻 正思 送 女 进京 。,"' It so happens that an opportunity of helping you has just presented itself , said Ru-hai . ' Since my poor wife passed on , my mother-in-law in the capital has been worried about the little girl having no one to look after her , and has already sent some of her folk here by barge to fetch her away . The only reason she has so far not gone is that she has not been quite recovered from her illness . I was , however , only just now thinking that the moment to send her had arrived ."
因 向 蒙 教训 之 恩 ， 未经 酬报 ， 遇 此 机会 ， 岂 有 不 尽心 图报 之 理 ， 弟 已 预筹 之 ， 修 下荐 书 一封 ， 托 内兄 务为 周全 ， 方可 稍 尽 弟 之 鄙诚 ；,"And as I have still done nothing to repay you for your kindness in tutoring her for me , you may be sure that now this opportunity has presented itself I shall do my very best to help you . ' As a matter of fact , I have already made a few arrangements . I have written this letter here entrusting my brother-in-law with your affair , explaining my indebtedness to you and urging him to see it properly settled ."
即 有所 费 ， 弟 于 内 家信 中 写明 ， 不劳 吾兄 多虑 。 ”,I have also made it quite clear in my letter that any expenses which may be involved are to be taken care of ; so you have nothing to worry about on that account . '
雨村 一面 打 恭 ， 谢不释口 ， 一面 又 问 ： “ 不知 令亲 大人 现居 何 职 ？,Yu-cun made an elaborate bow to his patron and thanked him profusely . He then ventured a question . ' I am afraid I do not know what your relation 's position is at the capital .
只怕 晚生 草率 ， 不敢 进谒 。 ”,Might it not be a little embarrassing for a person in my situation to thrust himself upon him ? '
如 海 笑 道 ： “ 若论 舍亲 ， 与 尊兄 犹系 一家 ， 乃 荣公之 孙 ：,Ru-hai laughed . ' You need have no anxiety on that score . My brothers-in-law in the capital are your own kinsmen . They are grandsons of the former Duke of Rong-guo .
大 内兄 现袭 一等 将军 之 职 ， 名赦 ， 字 恩 侯 。,"The elder one , Jia She , is an hereditary official of the First Rank and an honorary colonel ; the younger one , Jia Zheng , is an Under Secretary in the Ministry of Works ."
二 内兄 名政 ， 字存 周 ， 现任 工部 员外郎 ， 其 为 人 谦恭 厚道 ， 大 有 祖父 遗风 ， 非 膏粱 轻薄 之流 ， 故弟 致书 烦 托 。,"He takes very much after his late grandfather : a modest , generous man , quite without the arrogance of the pampered aristocrat . That is why I have addressed this letter to him ."
否则 不但 有 污尊 兄清 操 ， 即 弟 亦 不屑 为 矣 。 ”,"If I did not have complete confidence in his willingness to help you , I should not have put your honour at risk by soliciting him ; nor , for that matter , should I have taken the trouble to write the letter . '"
雨村 听 了 ， 心 下方 信 了 昨日 子兴 之 言 ， 于是 又 谢 了 林如海 。,Yu-cun now knew that what Zi-xing had told him was the truth and he thanked Lin Ru-hai once again .
如 海 又 说 ： “ 择 了 出 月初 二日 小 女人 都 ， 吾兄 即 同路 而 往 ， 岂 不 两 便 ？ ”,"' I have fixed the second day of next month for my little girl 's journey to the capital , ' said Ru-hai . If you cared to travel with her , it would be convenient for both of us . '"
雨村 唯唯 听命 ， 心中 十分 得意 。,"Yu-cun accepted the suggestion with eager deference . Everything , he thought to himself , was turning out very satisfactorily ."
如 海 遂 打点 礼物 并 饯行 之 事 ， 雨村 — 领 了 。,"Ru-hai for his part set about preparing presents for his wife 's family and parting gifts for Yu-cun , all of which Yu-cun in due course took charge of ."
那 女 学生 原 不忍 离亲 而 去 ， 无奈 他 外祖母 必欲其往 ， 且 兼如 海说 ：,"At first his little pupil could not be persuaded to part from her father ; but her grandmother was insistent that she should go , and Ru-hai added his own reasons ."
“ 汝父 年 已 半百 ， 再 无续 室 之 意 ， 且 汝 多 病 ， 年 又 极小 ， 上 无 亲母 教养 ， 下 无 姊妹 扶持 ：,"I am half a century old now , my dear , and I have no intention of taking a second wife ; so there will be no one here to act as a mother to you . It is not , either , as if you had sisters who could help to take care of you . You know how often you are poorly . And you are still very young ."
今去 依傍 外祖母 及 舅氏 姊妹 ， 正好 减 我 内顾之忧 ， 如何 不 去 ？ ”,It would be a great weight off my mind to know that you had your Grandmother Jia and your uncles ' girls to fall back on . I really think you ought to go . '
黛玉 听 了 ， 方 洒泪 拜别 ， 随了 奶娘 及 荣府 中 几个 老妇 登舟 而 去 。,After this Dai-yu could only take a tearful leave of her father and go down to the boat with her nurse and the old women from the Rong mansion who had been sent to fetch her .
雨村 另有 船只 ， 带 了 两个 小童 ， 依附 黛玉 而 行 。,"There was a separate boat for Yu-cun and a couple of servant-boys to wait on him , and he too now embarked in the capacity of Dai-yu 's escort ."
一日 到 了 京都 ， 雨村 先整 了 衣冠 ， 带 着 童仆 ， 拿 了 “ 宗侄 ” 的 名帖 ， 至 荣府 门上 投 了 。,"In due course they arrived in the capital , and Yu-cun , dressed in his best and with the two servant-boys at his heels , betook himself to the gate of the Rong mansion and handed in his visiting-card , on which he had been careful to prefix the word ' kinsman ' to his own name ."
彼时 贾政 已 看 了 妹丈 之 书 ， 即忙 请 人 相会 ， 见 雨 村 像貌 魁伟 ， 言谈 不俗 ， 且 这 贾政 最喜 的 是 读书人 ， 礼贤下士 ， 拯溺 救 危 ， 大有 祖风 ， — — 况 又 系妹 丈 致意 ， 因此 优待 雨村 ， 更 又 不同 ：,"By this time Jia Zheng had already seen his brother-in-law 's letter , and accorded him an interview without delay . Yu-cun 's imposing looks and cultivated speech made an excellent impression on Jia Zheng , who was in any case always well-disposed towards scholars , and preserved much of his grandfather 's affability with men of letters and readiness to help them in any sort of trouble or distress . And since his own inclinations were in this case reinforced by his brother-in-law 's strong recommendation , the treatment he extended to Yu-cun was exceptionally favourable ."
便 极力 帮助 ， 题奏 之 日 ， 谋 了 一个 复职 ， 不上 两 月 ， 便 选 了 金陵 应 天府 ， 辞 了 贾政 ， 择日 到任 去 了 ， 不在话下 。,"He exerted himself on his behalf to such good effect that on the very day his petition was presented Yu-cun 's reinstatement was approved , and before two months were out he was appointed to the magistracy of Ying-tian-fu in Nanking . Thither , having chosen a suitable day on which to commence his journey , and having first taken his leave of Jia Zheng , he now repaired to take up his duties . But of him , for the time being , no more ."
且说 黛玉 自 那日 弃 舟 登岸 时 ， 便 有 荣府 打发 轿子 并 拉 行李 车辆 伺候 。,"On the day of her arrival in the capital , Dai-yu stepped ashore to find covered chairs from the Rong mansion for her and her women and a cart for the luggage ready waiting on the quay ."
这 黛玉 常 听 得 母亲 说 ， 他 外祖母 家 与 别人 家 不同 ， 他 近日 所见 的 这 几个 三等 的 仆妇 ， 吃穿用度 ， 已 是 不凡 ， 何况 今 至 其家 ， 都 要 步步 留心 ， 时时 在意 ， 不要 多 说 一句 话 ， 不可 多行 一步 路 ， 恐 被 人 耻笑 了去 。,"She had often heard her mother say that her Grandmother Jia is home was not like other people 's houses . The servants she had been in contact with during the past few days were comparatively low-ranking ones in the domestic hierarchy , yet the food they ate , the clothes they wore , and everything about them was quite out of the ordinary . Dai-yu tried to imagine what the people who employed these superior beings must be like . When she arrived at their house she would have to watch every step she took and weigh every word she said , for if she put a foot wrong they would surely laugh her to scorn ."
自 上 了 轿 ， 进 了 城 ， 从 纱窗 中 瞧 了 一 瞧 ， 其 街市 之 繁华 ， 人烟 之阜盛 ， 自非 别处 可比 。,"Dai-yu got into her chair and was soon carried through the city walls . Peeping through the gauze panel which served as a window , she could see streets and buildings more rich and elegant and throngs of people more lively and numerous than she had ever seen in her life before ."
又 行 了 半日 ， 忽见 街北 蹲 着 两个 大 石狮子 ， 三间 兽头 大门 ， 门 前列 坐 着 十来个 华冠丽服 之 人 ， 正门 不 开 ， 只 东西 两 角门 有人 出入 ；,"After being carried for what seemed a very great length of time , she saw , on the north front of the east-west street through which they were passing , two great stone lions crouched one on each side of a triple gateway whose doors were embellished with animal-heads . In front of the gateway ten or so splendidly dressed flunkeys sat in a row . The centre of the three gates was closed , but people were going in and out of the two side ones ."
正门 之上 有 一 匾 ， 匾 上 大书 “ 敕 造 宁国府 ” 五个 大字 。,There was a board above the centre gate on which were written in large characters the words : NING-GUO HOUSE Founded and Constructed by Imperial Command
黛玉 想道 ： “ 这 是 外祖 的 长房 了 。 ”,Dai-yu realized that this must be where the elder branch of her grandmother 's family lived .
又 往 西 不远 ， 照样 也 是 三间 大门 ， 方是 “ 荣国府 ” ， — — 却 不 进 正门 ， 只 由 西 角门 而 进 。 轿子 抬 着 走 了 一 箭 之 远 ， 将 转弯 时 ， 便 歇 了 轿 ， 后面 的 婆子 也 都 下来 了 ， 另换 了 四个 眉目 秀洁 的 十七八岁 的 小厮 上来 抬 着 轿子 ， 众 婆子 步下 跟随 。 至 一 垂花门 前 落下 ， 那 小厮 俱 肃然 退出 ， 众 婆子 上前 打起 轿帘 ， 扶黛玉 下 了 轿 。,"The chair proceeded some distance more down the street and presently there was another triple gate , this time with the legend RONG-GUO HOUSE above it . Ignoring the central gate , her bearers went in by the western entrance and after traversing the distance of a bow-shot inside , half turned a corner and set the chair down . The chairs of her female attendants which were following behind were set down simultaneously and the old women got out . The places of Dai-yu 's bearers were taken by four handsome , fresh-faced pages of seventeen or eighteen . They shouldered her chair and , with the old women now following on foot , carried it as far as an ornamental inner gate . There they set it down again and then retired in respectful silence . The old women came forward to the front of the chair , held up the curtain , and helped Dai-yu to get out ."
黛玉 扶 着 婆子 的 手 进 了 垂花门 ： 两边 是 超手 游廊 ， 正中 是 穿堂 ， 当地 放 着 一个 紫檀 架子 大理石 屏风 。,"Each hand resting on the outstretched hand of an elderly attendant , Dai-yu passed through the ornamental gate into a courtyard which had balustraded loggias running along its sides and a covered passage-way through the centre . The foreground of the courtyard beyond was partially hidden by a screen of polished marble set in an elaborate red sandalwood frame ."
